,,,,,,,Fiscal year/period,Overall Result,,January 2019,January 2019,February 2019,February 2019,March 2019,March 2019,April 2019,April 2019,May 2019,May 2019,June 2019,June 2019,July 2019,July 2019,August 2019,August 2019,September 2019,September 2019,October 2019,October 2019,November 2019,November 2019,December 2019,December 2019,January 2020,January 2020,February 2020,February 2020,March 2020,March 2020,April 2020,April 2020,May 2020,May 2020,June 2020,June 2020,July 2020,July 2020,August 2020,August 2020,September 2020,September 2020,October 2020,October 2020,November 2020,November 2020,December 2020,December 2020,February 2021,February 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POSID-WBS,Project ID,Network,,Network activity,Work Center-ACTY,,Activity Type-ACTY,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Overall Result,,,,,,,,"23,878.4 H","18,961.5 H",828.2 H,"1,092.5 H","1,439.7 H","1,189.8 H","1,929.5 H","1,453.5 H","1,529.8 H",966.8 H,"1,379.8 H","1,073.8 H","1,557.9 H","1,299.0 H","1,400.8 H",829.0 H,994.1 H,721.5 H,700.7 H,495.3 H,844.5 H,756.3 H,613.4 H,763.3 H,608.3 H,487.3 H,389.9 H,894.5 H,594.8 H,804.0 H,600.0 H,780.5 H,706.6 H,785.3 H,"1,223.1 H","1,079.0 H",766.6 H,622.0 H,596.6 H,607.3 H,625.8 H,601.5 H,"1,284.3 H",621.0 H,"1,393.4 H",723.8 H,"1,529.6 H",315.0 H,328.9 H,,12.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2805796,XXG:NVLLPQXQ:IBN:LA:ADD SPLITTER,DESN,DSTRENG,Design - Transport Engineering,TECIP,0.5 H,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 H,,,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2805796,XXG:NVLLPQXQ:IBN:LA:ADD SPLITTER,DFOT,DSTRENG,Design - Transport Engineering,TECIP,3.0 H,1.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7 H,1.5 H,0.3 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2805797,XXG:RARDPQXQ:IBN:LA:ADD SPLITTER,DESN,DSTRENG,Design - Transport Engineering,TECIP,0.5 H,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 H,,,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2805797,XXG:RARDPQXQ:IBN:LA:ADD SPLITTER,DFOT,DSTRENG,Design - Transport Engineering,TECIP,3.0 H,3.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7 H,3.0 H,0.3 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2805798,XXG:STMCPQXQ:IBN:LA:ADD SPLITTER,DESN,DSTRENG,Design - Transport Engineering,TECIP,0.5 H,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 H,,,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2805798,XXG:STMCPQXQ:IBN:LA:ADD SPLITTER,DFOT,DSTRENG,Design - Transport Engineering,TECIP,3.0 H,4.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7 H,4.0 H,0.3 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2805811,XXG:SAMOPQXQ:IBN:LA:ADD SPLITTER,DESN,DSTRENG,Design - Transport Engineering,TECIP,0.5 H,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 H,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2805811,XXG:SAMOPQXQ:IBN:LA:ADD SPLITTER,DFOT,DSTRENG,Design - Transport Engineering,TECIP,3.0 H,3.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0 H,3.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2806128,XXG:GASPPQXQ:IBN:LA:ADD SPLITTER,DESN,DSTRENG,Design - Transport Engineering,TECIP,0.5 H,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3 H,,0.2 H,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2806128,XXG:GASPPQXQ:IBN:LA:ADD SPLITTER,DFOT,DSTRENG,Design - Transport Engineering,TECIP,3.0 H,3.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7 H,,1.3 H,3.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2806129,XXG:SFRAPQXA:IBN:LA:ADD SPLITTER,DESN,DSTRENG,Design - Transport Engineering,TECIP,0.5 H,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 H,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2806129,XXG:SFRAPQXA:IBN:LA:ADD SPLITTER,DFOT,DSTRENG,Design - Transport Engineering,TECIP,3.0 H,2.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0 H,2.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2806130,XXG:STITPQXQ:IBN:LA:ADD SPLITTER,DESN,DSTRENG,Design - Transport Engineering,TECIP,0.5 H,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 H,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2806130,XXG:STITPQXQ:IBN:LA:ADD SPLITTER,DFOT,DSTRENG,Design - Transport Engineering,TECIP,3.0 H,3.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0 H,3.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2806314,XXG:STPMPQXQ:IBN:LA:ADD SPLITTER,DESN,DSTRENG,Design - Transport Engineering,TECIP,0.5 H,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3 H,,0.2 H,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2806314,XXG:STPMPQXQ:IBN:LA:ADD SPLITTER,DFOT,DSTRENG,Design - Transport Engineering,TECIP,3.0 H,3.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7 H,,1.3 H,3.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2806315,XXG:SSCHPQXQ:IBN:LA:ADD SPLITTER,DESN,DSTRENG,Design - Transport Engineering,TECIP,0.5 H,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3 H,,0.2 H,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2806315,XXG:SSCHPQXQ:IBN:LA:ADD SPLITTER,DFOT,DSTRENG,Design - Transport Engineering,TECIP,3.0 H,3.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7 H,,1.3 H,3.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2806611,XXG:CATNPQXQ:IBN:LA:ADD SPLITTER,DESN,DSTRENG,Design - Transport Engineering,TECIP,0.5 H,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 H,,,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2806611,XXG:CATNPQXQ:IBN:LA:ADD SPLITTER,DFOT,DSTRENG,Design - Transport Engineering,TECIP,4.0 H,2.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6 H,3.0 H,0.4 H,-1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2806612,XXG:MATNPQXQ:IBN:LA:ADD SPLITTER,DESN,DSTRENG,Design - Transport Engineering,TECIP,0.5 H,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 H,,,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2806612,XXG:MATNPQXQ:IBN:LA:ADD SPLITTER,DFOT,DSTRENG,Design - Transport Engineering,TECIP,4.0 H,3.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6 H,3.0 H,0.4 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2806622,XXG:STASPQXQ:IBN:LA:ADD SPLITTER,DESN,DSTRENG,Design - Transport Engineering,TECIP,0.5 H,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 H,,,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2806622,XXG:STASPQXQ:IBN:LA:ADD SPLITTER,DFOT,DSTRENG,Design - Transport Engineering,TECIP,3.0 H,3.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7 H,3.0 H,0.3 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2806623,XXG:SAPRPQXQ:IBN:LA:ADD SPLITTER,DESN,DSTRENG,Design - Transport Engineering,TECIP,0.5 H,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 H,,,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2806623,XXG:SAPRPQXQ:IBN:LA:ADD SPLITTER,DFOT,DSTRENG,Design - Transport Engineering,TECIP,3.0 H,3.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7 H,3.0 H,0.3 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2806624,XXG:STMBPQXQ:IBN:LA:ADD SPLITTER,DESN,DSTRENG,Design - Transport Engineering,TECIP,0.5 H,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 H,,,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2806624,XXG:STMBPQXQ:IBN:LA:ADD SPLITTER,DFOT,DSTRENG,Design - Transport Engineering,TECIP,3.0 H,3.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7 H,3.0 H,0.3 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2806625,XXG:LCSBPQXQ:IBN:LA:ADD SPLITTER,DESN,DSTRENG,Design - Transport Engineering,TECIP,0.5 H,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 H,,,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2806625,XXG:LCSBPQXQ:IBN:LA:ADD SPLITTER,DFOT,DSTRENG,Design - Transport Engineering,TECIP,3.0 H,3.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7 H,3.0 H,0.3 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2806651,XXG:SBLPPQXQ:IBN:LA:ADD SPLITTER,DESN,DSTRENG,Design - Transport Engineering,TECIP,0.5 H,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 H,,,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2806651,XXG:SBLPPQXQ:IBN:LA:ADD SPLITTER,DFOT,DSTRENG,Design - Transport Engineering,TECIP,3.0 H,3.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7 H,3.0 H,0.3 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2807332,XXG:MOISPQXQ:IBN:LA:ADD SPLITTER,DESN,DSTRENG,Design - Transport Engineering,TECIP,0.5 H,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3 H,,0.2 H,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2807332,XXG:MOISPQXQ:IBN:LA:ADD SPLITTER,DFOT,DSTRENG,Design - Transport Engineering,TECIP,3.0 H,3.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7 H,,1.3 H,3.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2807372,XXG:DGTWPQXA:IBN:LA:ADD SPLITTER,DESN,DSTRENG,Design - Transport Engineering,TECIP,0.5 H,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3 H,,0.2 H,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2807372,XXG:DGTWPQXA:IBN:LA:ADD SPLITTER,DFOT,DSTRENG,Design - Transport Engineering,TECIP,3.0 H,3.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7 H,,1.3 H,3.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2807899,XXG:STASPQXQ:IBN:LA:ADD SPLITTER,DESN,DSTRENG,Design - Transport Engineering,TECIP,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2807899,XXG:STASPQXQ:IBN:LA:ADD SPLITTER,DFOT,DSTRENG,Design - Transport Engineering,TECIP,3.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3 H,,2.7 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2808201,XXG:AMQUPQXQ:IBN:LA:ADD SPLITTER,DESN,DSTRENG,Design - Transport Engineering,TECIP,0.5 H,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 H,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2808201,XXG:AMQUPQXQ:IBN:LA:ADD SPLITTER,DFOT,DSTRENG,Design - Transport Engineering,TECIP,3.0 H,3.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0 H,3.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2808211,XXG:STMBPQXQ:IBN:LA:ADD SPLITTER,DESN,DSTRENG,Design - Transport Engineering,TECIP,0.5 H,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 H,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2808211,XXG:STMBPQXQ:IBN:LA:ADD SPLITTER,DFOT,DSTRENG,Design - Transport Engineering,TECIP,3.0 H,3.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0 H,3.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2808501,XXG:SGBCPQXQ:IBN:LA:ADD SPLITTER,DESN,DSTRENG,Design - Transport Engineering,TECIP,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.03.FQC0P,P-2018715,2808501,XXG:SGBCPQXQ:IBN:LA:ADD SPLITTER,DFOT,DSTRENG,Design - Transport Engineering,TECIP,3.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3 H,,2.7 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.04.TAB0P,P-2050152,2776523,KAA:CMRSAB06:IGS:DA:FW-CDS ADD covid FAL,DESN,DSTRENG,Design - Transport Engineering,TECIP,2.0 H,2.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0 H,,,2.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.04.TAB0P,P-2050152,2776523,KAA:CMRSAB06:IGS:DA:FW-CDS ADD covid FAL,DFOT,DSTRENG,Design - Transport Engineering,TECIP,30.0 H,20.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0 H,20.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.04.TAB0P,P-2050152,2776533,KAA:HYLKAB01:IGS:DA:FW-CDS ADD covid FAL,DESN,DSTRENG,Design - Transport Engineering,TECIP,2.0 H,3.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0 H,2.0 H,,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.04.TAB0P,P-2050152,2776533,KAA:HYLKAB01:IGS:DA:FW-CDS ADD covid FAL,DFOT,DSTRENG,Design - Transport Engineering,TECIP,30.0 H,17.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0 H,17.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.04.TAB0P,P-2050157,2779197,KDB:RDDRAB01:IGS:HA:OM3500 P2P CKT PCK,DESN,DSTRENG,Design - Transport Engineering,TECIP,2.0 H,2.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0 H,,,2.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.04.TAB0P,P-2050157,2779197,KDB:RDDRAB01:IGS:HA:OM3500 P2P CKT PCK,DFOT,DSTRENG,Design - Transport Engineering,TECIP,7.5 H,7.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5 H,7.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.04.TAB0P,P-2050204,2779942,DJM:ACMEAB01:IGS:HA:OM3500 OC3 FALCON,DESN,DSTRENG,Design - Transport Engineering,TECIP,2.0 H,2.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0 H,1.0 H,,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.04.TAB0P,P-2050204,2779942,DJM:ACMEAB01:IGS:HA:OM3500 OC3 FALCON,DFOT,DSTRENG,Design - Transport Engineering,TECIP,5.0 H,4.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0 H,4.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.04.TAB0P,P-2050204,2780401,DJM:CRBNAB01:IGS:HA:OM3500 P2P CKT FALCN,DESN,DSTRENG,Design - Transport Engineering,TECIP,2.0 H,2.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0 H,1.0 H,,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ06.04.TAB0P,P-2050204,2780401,DJM:CRBNAB01:IGS:HA:OM3500 P2P CKT FALCN,DFOT,DSTRENG,Design - Transport Engineering,TECIP,7.5 H,7.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5 H,6.0 H,,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
